0,"Africa/Abidjan",1,\N
0,"Africa/Accra",2,\N
0,"Africa/Addis_Ababa",3,\N
0,"Africa/Algiers",4,\N
0,"Africa/Asmara",5,\N
0,"Africa/Asmera",6,\N
0,"Africa/Bamako",7,\N
0,"Africa/Bangui",8,\N
0,"Africa/Banjul",9,\N
0,"Africa/Bissau",10,\N
0,"Africa/Blantyre",11,\N
0,"Africa/Brazzaville",12,\N
0,"Africa/Bujumbura",13,\N
0,"Africa/Cairo",14,\N
0,"Africa/Casablanca",15,\N
0,"Africa/Ceuta",16,\N
0,"Africa/Conakry",17,\N
0,"Africa/Dakar",18,\N
0,"Africa/Dar_es_Salaam",19,\N
0,"Africa/Djibouti",20,\N
0,"Africa/Douala",21,\N
0,"Africa/El_Aaiun",22,\N
0,"Africa/Freetown",23,\N
0,"Africa/Gaborone",24,\N
0,"Africa/Harare",25,\N
0,"Africa/Johannesburg",26,\N
0,"Africa/Juba",27,\N
0,"Africa/Kampala",28,\N
0,"Africa/Khartoum",29,\N
0,"Africa/Kigali",30,\N
0,"Africa/Kinshasa",31,\N
0,"Africa/Lagos",32,\N
0,"Africa/Libreville",33,\N
0,"Africa/Lome",34,\N
0,"Africa/Luanda",35,\N
0,"Africa/Lubumbashi",36,\N
0,"Africa/Lusaka",37,\N
0,"Africa/Malabo",38,\N
0,"Africa/Maputo",39,\N
0,"Africa/Maseru",40,\N
0,"Africa/Mbabane",41,\N
0,"Africa/Mogadishu",42,\N
0,"Africa/Monrovia",43,\N
0,"Africa/Nairobi",44,\N
0,"Africa/Ndjamena",45,\N
0,"Africa/Niamey",46,\N
0,"Africa/Nouakchott",47,\N
0,"Africa/Ouagadougou",48,\N
0,"Africa/Porto-Novo",49,\N
0,"Africa/Sao_Tome",50,\N
0,"Africa/Timbuktu",51,\N
0,"Africa/Tripoli",52,\N
0,"Africa/Tunis",53,\N
0,"Africa/Windhoek",54,\N
0,"America/Adak",55,\N
0,"America/Anchorage",56,\N
0,"America/Anguilla",57,\N
0,"America/Antigua",58,\N
0,"America/Araguaina",59,\N
0,"America/Argentina/Buenos_Aires",60,\N
0,"America/Argentina/Catamarca",61,\N
0,"America/Argentina/ComodRivadavia",62,\N
0,"America/Argentina/Cordoba",63,\N
0,"America/Argentina/Jujuy",64,\N
0,"America/Argentina/La_Rioja",65,\N
