0,1,"N",\N
0,2,"N",\N
0,3,"N",\N
0,4,"N",\N
0,5,"N",\N
0,6,"N",\N
0,7,"N",\N
0,8,"N",\N
0,9,"N",\N
0,10,"N",\N
0,11,"N",\N
0,12,"N",\N
0,13,"N",\N
0,14,"N",\N
0,15,"N",\N
0,16,"N",\N
0,17,"N",\N
0,18,"N",\N
0,19,"N",\N
0,20,"N",\N
0,21,"N",\N
0,22,"N",\N
0,23,"N",\N
0,24,"N",\N
0,25,"N",\N
0,26,"N",\N
0,27,"N",\N
0,28,"N",\N
0,29,"N",\N
0,30,"N",\N
0,31,"N",\N
0,32,"N",\N
0,33,"N",\N
0,34,"N",\N
0,35,"N",\N
0,36,"N",\N
0,37,"N",\N
0,38,"N",\N
0,39,"N",\N
0,40,"N",\N
0,41,"N",\N
0,42,"N",\N
0,43,"N",\N
0,44,"N",\N
0,45,"N",\N
0,46,"N",\N
0,47,"N",\N
0,48,"N",\N
0,49,"N",\N
0,50,"N",\N
0,51,"N",\N
0,52,"N",\N
0,53,"N",\N
0,54,"N",\N
0,55,"N",\N
0,56,"N",\N
0,57,"N",\N
0,58,"N",\N
0,59,"N",\N
0,60,"N",\N
0,61,"N",\N
0,62,"N",\N
0,63,"N",\N
0,64,"N",\N
0,65,"N",\N
0,66,"N",\N
0,67,"N",\N
0,68,"N",\N
0,69,"N",\N
0,70,"N",\N
0,71,"N",\N
0,72,"N",\N
0,73,"N",\N
0,74,"N",\N
0,75,"N",\N
0,76,"N",\N
0,77,"N",\N
0,78,"N",\N
0,79,"N",\N
0,80,"N",\N
0,81,"N",\N
0,82,"N",\N
0,83,"N",\N
0,84,"N",\N
0,85,"N",\N
0,86,"N",\N
0,87,"N",\N
0,88,"N",\N
0,89,"N",\N
0,90,"N",\N
0,91,"N",\N
0,92,"N",\N
0,93,"N",\N
0,94,"N",\N
0,95,"N",\N
0,96,"N",\N
0,97,"N",\N
0,98,"N",\N
0,99,"N",\N
0,100,"N",\N
0,101,"N",\N
0,102,"N",\N
0,103,"N",\N
0,104,"N",\N
0,105,"N",\N
0,106,"N",\N
0,107,"N",\N
0,108,"N",\N
0,109,"N",\N
0,110,"N",\N
0,111,"N",\N
0,112,"N",\N
0,113,"N",\N
0,114,"N",\N
0,115,"N",\N
0,116,"N",\N
0,117,"N",\N
0,118,"N",\N
0,119,"N",\N
0,120,"N",\N
0,121,"N",\N
0,122,"N",\N
0,123,"N",\N
0,124,"N",\N
0,125,"N",\N
0,126,"N",\N
0,127,"N",\N
0,128,"N",\N
0,129,"N",\N
0,130,"N",\N
0,131,"N",\N
0,132,"N",\N
0,133,"N",\N
0,134,"N",\N
0,135,"N",\N
0,136,"N",\N
0,137,"N",\N
0,138,"N",\N
0,139,"N",\N
0,140,"N",\N
0,141,"N",\N
0,142,"N",\N
0,143,"N",\N
0,144,"N",\N
0,145,"N",\N
0,146,"N",\N
0,147,"N",\N
0,148,"N",\N
0,149,"N",\N
0,150,"N",\N
0,151,"N",\N
0,152,"N",\N
0,153,"N",\N
0,154,"N",\N
0,155,"N",\N
0,156,"N",\N
0,157,"N",\N
0,158,"N",\N
0,159,"N",\N
0,160,"N",\N
0,161,"N",\N
0,162,"N",\N
0,163,"N",\N
0,164,"N",\N
0,165,"N",\N
0,166,"N",\N
0,167,"N",\N
0,168,"N",\N
0,169,"N",\N
0,170,"N",\N
0,171,"N",\N
0,172,"N",\N
0,173,"N",\N
0,174,"N",\N
0,175,"N",\N
0,176,"N",\N
0,177,"N",\N
0,178,"N",\N
0,179,"N",\N
0,180,"N",\N
0,181,"N",\N
0,182,"N",\N
0,183,"N",\N
0,184,"N",\N
0,185,"N",\N
0,186,"N",\N
0,187,"N",\N
0,188,"N",\N
0,189,"N",\N
0,190,"N",\N
0,191,"N",\N
0,192,"N",\N
0,193,"N",\N
0,194,"N",\N
0,195,"N",\N
0,196,"N",\N
0,197,"N",\N
0,198,"N",\N
0,199,"N",\N
0,200,"N",\N
0,201,"N",\N
0,202,"N",\N
0,203,"N",\N
0,204,"N",\N
0,205,"N",\N
0,206,"N",\N
0,207,"N",\N
0,208,"N",\N
0,209,"N",\N
0,210,"N",\N
0,211,"N",\N
0,212,"N",\N
0,213,"N",\N
0,214,"N",\N
0,215,"N",\N
0,216,"N",\N
0,217,"N",\N
0,218,"N",\N
0,219,"N",\N
0,220,"N",\N
0,221,"N",\N
0,222,"N",\N
0,223,"N",\N
0,224,"N",\N
0,225,"N",\N
0,226,"N",\N
0,227,"N",\N
0,228,"N",\N
0,229,"N",\N
0,230,"N",\N
0,231,"N",\N
0,232,"N",\N
0,233,"N",\N
0,234,"N",\N
0,235,"N",\N
0,236,"N",\N
0,237,"N",\N
0,238,"N",\N
0,239,"N",\N
0,240,"N",\N
0,241,"N",\N
0,242,"N",\N
0,243,"N",\N
0,244,"N",\N
0,245,"N",\N
0,246,"N",\N
0,247,"N",\N
0,248,"N",\N
0,249,"N",\N
0,250,"N",\N
0,251,"N",\N
0,252,"N",\N
0,253,"N",\N
0,254,"N",\N
0,255,"N",\N
0,256,"N",\N
0,257,"N",\N
0,258,"N",\N
0,259,"N",\N
0,260,"N",\N
0,261,"N",\N
0,262,"N",\N
0,263,"N",\N
0,264,"N",\N
0,265,"N",\N
0,266,"N",\N
0,267,"N",\N
0,268,"N",\N
0,269,"N",\N
0,270,"N",\N
0,271,"N",\N
0,272,"N",\N
0,273,"N",\N
0,274,"N",\N
0,275,"N",\N
0,276,"N",\N
0,277,"N",\N
0,278,"N",\N
0,279,"N",\N
0,280,"N",\N
0,281,"N",\N
0,282,"N",\N
0,283,"N",\N
0,284,"N",\N
0,285,"N",\N
0,286,"N",\N
0,287,"N",\N
0,288,"N",\N
0,289,"N",\N
0,290,"N",\N
0,291,"N",\N
0,292,"N",\N
0,293,"N",\N
0,294,"N",\N
0,295,"N",\N
0,296,"N",\N
0,297,"N",\N
0,298,"N",\N
0,299,"N",\N
0,300,"N",\N
0,301,"N",\N
0,302,"N",\N
0,303,"N",\N
0,304,"N",\N
0,305,"N",\N
0,306,"N",\N
0,307,"N",\N
0,308,"N",\N
0,309,"N",\N
0,310,"N",\N
0,311,"N",\N
0,312,"N",\N
0,313,"N",\N
0,314,"N",\N
0,315,"N",\N
0,316,"N",\N
0,317,"N",\N
0,318,"N",\N
0,319,"N",\N
0,320,"N",\N
0,321,"N",\N
0,322,"N",\N
0,323,"N",\N
0,324,"N",\N
0,325,"N",\N
0,326,"N",\N
0,327,"N",\N
0,328,"N",\N
0,329,"N",\N
0,330,"N",\N
0,331,"N",\N
0,332,"N",\N
0,333,"N",\N
0,334,"N",\N
0,335,"N",\N
0,336,"N",\N
0,337,"N",\N
0,338,"N",\N
0,339,"N",\N
0,340,"N",\N
0,341,"N",\N
0,342,"N",\N
0,343,"N",\N
0,344,"N",\N
0,345,"N",\N
0,346,"N",\N
0,347,"N",\N
0,348,"N",\N
0,349,"N",\N
0,350,"N",\N
0,351,"N",\N
0,352,"N",\N
0,353,"N",\N
0,354,"N",\N
0,355,"N",\N
0,356,"N",\N
0,357,"N",\N
0,358,"N",\N
0,359,"N",\N
0,360,"N",\N
0,361,"N",\N
0,362,"N",\N
